run_label,sequence_length,feature_count,feature_columns,epochs,hidden_size,batch_size,learning_rate,train_size,train_inner_size,train_normal_count,validation_size,validation_anomaly_ratio,checked_threshold_percentiles,selected_threshold_percentile,threshold,precision,recall,f1,roc_auc,validation_precision,validation_recall,validation_f1,validation_roc_auc,reference_recall,reference_f1,reference_roc_auc,delta_recall,delta_f1,delta_roc_auc,train_sequence_count,test_sequence_count,sequence_count,sequence_anomaly_count,sequence_anomaly_ratio,epochs_requested,epochs_completed,best_epoch,early_stopping_patience,selection_metric,stopped_early,experiment_tag,artifact_suffix,early_stopping_enabled
2026-05-18T12:39:11.439603+00:00,5,7,bytes_sent|bytes_received|hour|is_weekend|event_type_encoded|login_status_encoded|protocol_encoded,30,32,64,0.0005,20440,16352,11678,4088,0.2857142857142857,85|90|92|95,85,0.4474658370018005,0.8367816091954023,0.4361022364217252,0.5733788395904437,0.8081973573739817,0.8241042345276873,0.4332191780821918,0.5679012345679012,0.8141687875304935,0.0882848207842193,0.1540722082283795,0.5071585180570353,0.3478174156375058,0.4193066313620641,0.3010388393169464,20600.0,8600.0,29200.0,8346.0,0.2858219178082192,30.0,25.0,20.0,5.0,f1,1.0,stage8_full_grid_22,,
2026-05-18T12:39:17.039250+00:00,5,7,bytes_sent|bytes_received|hour|is_weekend|event_type_encoded|login_status_encoded|protocol_encoded,30,32,128,0.001,20440,16352,11678,4088,0.2857142857142857,85|90|92|95,85,0.8010410070419312,0.7658423493044823,0.3957667731629393,0.5218536071616641,0.7589509597942524,0.7654723127035831,0.4023972602739726,0.5274971941638609,0.7588378448114093,0.0882848207842193,0.1540722082283795,0.5071585180570353,0.3074819523787199,0.3677813989332845,0.2517924417372171,20600.0,8600.0,29200.0,8346.0,0.2858219178082192,30.0,14.0,9.0,5.0,f1,1.0,stage8_full_grid_23,,
2026-05-18T12:39:23.984262+00:00,5,7,bytes_sent|bytes_received|hour|is_weekend|event_type_encoded|login_status_encoded|protocol_encoded,30,32,128,0.0005,20440,16352,11678,4088,0.2857142857142857,85|90|92|95,85,0.7972569465637207,0.7623839009287926,0.393370607028754,0.5189673340358272,0.7630897022564408,0.7687296416938111,0.4041095890410959,0.5297418630751964,0.7644109764965284,0.0882848207842193,0.1540722082283795,0.5071585180570353,0.3050857862445346,0.3648951258074476,0.2559311841994055,20600.0,8600.0,29200.0,8346.0,0.2858219178082192,30.0,20.0,15.0,5.0,f1,1.0,stage8_full_grid_24,,
2026-05-18T12:39:28.799413+00:00,6,7,bytes_sent|bytes_received|hour|is_weekend|event_type_encoded|login_status_encoded|protocol_encoded,10,16,64,0.001,20300,16240,10845,4060,0.3322660098522167,85|90|92|95,85,0.9540790915489196,0.7928730512249443,0.3695501730103806,0.5041302808590984,0.7445376960139123,0.7816091954022989,0.3528539659006671,0.4862104187946884,0.7345660091125877,0.0882848207842193,0.1540722082283795,0.5071585180570353,0.2812653522261612,0.3500580726307188,0.237379177956877,20500.0,8500.0,29000.0,9634.0,0.3322068965517241,10.0,10.0,10.0,5.0,f1,0.0,stage8_full_grid_25,,
2026-05-18T12:39:33.688551+00:00,6,7,bytes_sent|bytes_received|hour|is_weekend|event_type_encoded|login_status_encoded|protocol_encoded,10,16,64,0.0005,20300,16240,10845,4060,0.3322660098522167,85|90|92|95,85,1.1579159498214722,0.7827403482210447,0.3577854671280276,0.4910947518404179,0.7367013977809409,0.7783251231527094,0.3513713862120089,0.484167517875383,0.727555884531597,0.0882848207842193,0.1540722082283795,0.5071585180570353,0.2695006463438082,0.3370225436120384,0.2295428797239056,20500.0,8500.0,29000.0,9634.0,0.3322068965517241,10.0,10.0,8.0,5.0,f1,0.0,stage8_full_grid_26,,
2026-05-18T12:39:37.826895+00:00,6,7,bytes_sent|bytes_received|hour|is_weekend|event_type_encoded|login_status_encoded|protocol_encoded,10,16,128,0.001,20300,16240,10845,4060,0.3322660098522167,85|90|92|95,85,1.1355020999908447,0.7702001482579689,0.359515570934256,0.490209955178108,0.7331699908879215,0.7684729064039408,0.3469236471460341,0.4780388151174668,0.724204084121495,0.0882848207842193,0.1540722082283795,0.5071585180570353,0.2712307501500366,0.3361377469497285,0.2260114728308861,20500.0,8500.0,29000.0,9634.0,0.3322068965517241,10.0,10.0,10.0,5.0,f1,0.0,stage8_full_grid_27,,
2026-05-18T12:39:41.842146+00:00,6,7,bytes_sent|bytes_received|hour|is_weekend|event_type_encoded|login_status_encoded|protocol_encoded,10,16,128,0.0005,20300,16240,10845,4060,0.3322660098522167,85|90|92|95,85,1.211511492729187,0.765358993338268,0.3577854671280276,0.4876208441405329,0.7294782590569893,0.7619047619047619,0.3439584877687175,0.473953013278856,0.7207103694992177,0.0882848207842193,0.1540722082283795,0.5071585180570353,0.2695006463438082,0.3335486359121534,0.222319740999954,20500.0,8500.0,29000.0,9634.0,0.3322068965517241,10.0,10.0,10.0,5.0,f1,0.0,stage8_full_grid_28,,
2026-05-18T12:39:49.201845+00:00,6,7,bytes_sent|bytes_received|hour|is_weekend|event_type_encoded|login_status_encoded|protocol_encoded,20,16,64,0.001,20300,16240,10845,4060,0.3322660098522167,85|90|92|95,85,0.8188934326171875,0.8128787878787879,0.371280276816609,0.5097387173396675,0.7565072449958014,0.8160919540229885,0.3684210526315789,0.5076608784473953,0.7439435580654714,0.0882848207842193,0.1540722082283795,0.5071585180570353,0.2829954560323896,0.3556665091112879,0.249348726938766,20500.0,8500.0,29000.0,9634.0,0.3322068965517241,20.0,20.0,17.0,5.0,f1,0.0,stage8_full_grid_29,,
2026-05-18T12:39:54.945445+00:00,6,7,bytes_sent|bytes_received|hour|is_weekend|event_type_encoded|login_status_encoded|protocol_encoded,20,16,64,0.0005,20300,16240,10845,4060,0.3322660098522167,85|90|92|95,85,1.1579159498214722,0.7827403482210447,0.3577854671280276,0.4910947518404179,0.7367013977809409,0.7783251231527094,0.3513713862120089,0.484167517875383,0.727555884531597,0.0882848207842193,0.1540722082283795,0.5071585180570353,0.2695006463438082,0.3370225436120384,0.2295428797239056,20500.0,8500.0,29000.0,9634.0,0.3322068965517241,20.0,13.0,8.0,5.0,f1,1.0,stage8_full_grid_30,,
2026-05-18T12:40:00.097037+00:00,6,7,bytes_sent|bytes_received|hour|is_weekend|event_type_encoded|login_status_encoded|protocol_encoded,20,16,128,0.001,20300,16240,10845,4060,0.3322660098522167,85|90|92|95,85,1.1105678081512451,0.768885564697083,0.3557093425605536,0.4863969718476461,0.7338748667432955,0.7701149425287356,0.3476649369903632,0.4790602655771195,0.7256542614322288,0.0882848207842193,0.1540722082283795,0.5071585180570353,0.2674245217763342,0.3323247636192665,0.2267163486862602,20500.0,8500.0,29000.0,9634.0,0.3322068965517241,20.0,16.0,11.0,5.0,f1,1.0,stage8_full_grid_31,,
